"OePNV","kiezblocks","Fahrrad","Verbrenner","E_Fahrzeuge","DRT","Anwohnerparken","Besucherparken","CO2","Kosten","traffic","parking","KostenProKopf","KostenProErwachsener"
"dekarbonisiert","Innenstadt","base","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.3,385838120,0.8,0.3,101.536348684211,126.090890522876
"stark","Innenstadt","base","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.25,-114161880,0.75,0.3,-30.0425986842105,-37.3078022875817
"base","ganze Stadt","base","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.3,421243750,0.8,0.3,110.853618421053,137.66135620915
"dekarbonisiert","ganze Stadt","base","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.25,371243750,0.8,0.3,97.6957236842105,121.321486928105
"stark","ganze Stadt","base","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.25,-128756250,0.75,0.25,-33.8832236842105,-42.077205882353
"base","base","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.3,361243750,0.8,0.3,95.0641447368421,118.053513071895
"dekarbonisiert","base","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.25,311243750,0.8,0.3,81.90625,101.71364379085
"stark","base","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.25,-188756250,0.75,0.25,-49.6726973684211,-61.6850490196079
"base","Innenstadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.25,349984810,0.8,0.3,92.1012664473684,114.374121732026
"dekarbonisiert","Innenstadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.25,299984810,0.8,0.3,78.9433717105263,98.0342524509804
"stark","Innenstadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.25,-200015190,0.75,0.25,-52.6355756578947,-65.3644403594771
"base","ganze Stadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.25,335904380,0.8,0.25,88.3958881578947,109.772671568627
"dekarbonisiert","ganze Stadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.25,285904380,0.8,0.25,75.2379934210526,93.4328022875817
"stark","ganze Stadt","stark","base","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.2,-214095620,0.75,0.25,-56.3409539473684,-69.9658905228758
"base","base","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.2,853025000,0.8,0.25,224.480263157895,278.766339869281
"dekarbonisiert","base","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.2,803025000,0.8,0.25,211.322368421053,262.426470588235
"stark","base","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,303025000,0.75,0.25,79.7434210526316,99.0277777777778
"base","Innenstadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.2,820231500,0.8,0.25,215.850394736842,268.049509803922
"dekarbonisiert","Innenstadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,770231500,0.8,0.25,202.6925,251.709640522876
"stark","Innenstadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,270231500,0.75,0.25,71.1135526315789,88.3109477124183
"base","ganze Stadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,784765000,0.8,0.25,206.517105263158,256.459150326797
"dekarbonisiert","ganze Stadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,734765000,0.8,0.25,193.359210526316,240.119281045752
"stark","ganze Stadt","base","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,234765000,0.7,0.25,61.7802631578947,76.7205882352941
"base","base","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,724765000,0.8,0.25,190.727631578947,236.851307189542
"dekarbonisiert","base","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,674765000,0.8,0.25,177.569736842105,220.511437908497
"stark","base","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,174765000,0.7,0.25,45.9907894736842,57.1127450980392
"base","Innenstadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,694483550,0.8,0.25,182.758828947368,226.955408496732
"dekarbonisiert","Innenstadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,644483550,0.8,0.25,169.600934210526,210.615539215686
"stark","Innenstadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,144483550,0.7,0.25,38.0219868421053,47.2168464052288
"base","ganze Stadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,661662750,0.8,0.25,174.12177631579,216.229656862745
"dekarbonisiert","ganze Stadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,611662750,0.8,0.25,160.963881578947,199.889787581699
"stark","ganze Stadt","stark","Maut","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.15,111662750,0.7,0.25,29.3849342105263,36.4910947712419
"base","base","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.01,136675000,0.75,0,35.9671052631579,44.6650326797386
"dekarbonisiert","base","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,86675000,0.75,0,22.8092105263158,28.3251633986928
"stark","base","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,-413325000,0.7,0,-108.769736842105,-135.073529411765
"base","Innenstadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.01,131675000,0.75,0,34.6513157894737,43.031045751634
"dekarbonisiert","Innenstadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,81675000,0.75,0,21.4934210526316,26.6911764705882
"stark","Innenstadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,-418325000,0.7,0,-110.085526315789,-136.707516339869
"base","ganze Stadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.01,126675000,0.75,0,33.3355263157895,41.3970588235294
"dekarbonisiert","ganze Stadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,76675000,0.75,0,20.1776315789474,25.0571895424837
"stark","ganze Stadt","base","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,-423325000,0.7,0,-111.401315789474,-138.341503267974
"base","base","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.01,66675000,0.75,0,17.546052631579,21.7892156862745
"dekarbonisiert","base","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,16675000,0.75,0,4.38815789473685,5.44934640522877
"stark","base","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,-483325000,0.7,0,-127.190789473684,-157.949346405229
"base","Innenstadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.01,61675000,0.75,0,16.2302631578947,20.1552287581699
"dekarbonisiert","Innenstadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,11675000,0.75,0,3.07236842105264,3.81535947712419
"stark","Innenstadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,-488325000,0.7,0,-128.506578947368,-159.583333333333
"base","ganze Stadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0.01,56675000,0.75,0,14.9144736842105,18.5212418300654
"dekarbonisiert","ganze Stadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,6675000,0.75,0,1.75657894736843,2.18137254901962
"stark","ganze Stadt","stark","Verbot","Verbot","ganze Stadt","1.000 €/Jahr","2,00 €/h",0,-493325000,0.7,0,-129.822368421053,-161.217320261438
"base","base","base","base","base","base","10 €/Jahr","4,00 €/h",0.2,7.3e+07,0.2,0.6,19.2105263157895,23.8562091503268
"dekarbonisiert","base","base","base","base","base","10 €/Jahr","4,00 €/h",0.2,2.3e+07,0.2,0.6,6.05263157894737,7.51633986928105
"stark","base","base","base","base","base","10 €/Jahr","4,00 €/h",0.2,-4.77e+08,0.2,0.55,-125.526315789474,-155.882352941176
"base","Innenstadt","base","base","base","base","10 €/Jahr","4,00 €/h",0.2,64350000,0.2,0.6,16.9342105263158,21.0294117647059
"dekarbonisiert","Innenstadt","base","base","base","base","10 €/Jahr","4,00 €/h",0.2,14350000,0.2,0.6,3.77631578947369,4.68954248366013
"stark","Innenstadt","base","base","base","base","10 €/Jahr","4,00 €/h",0.15,-485650000,0.15,0.55,-127.802631578947,-158.709150326797
"base","ganze Stadt","base","base","base","base","10 €/Jahr","4,00 €/h",0.2,55700000,0.2,0.55,14.6578947368421,18.202614379085
"dekarbonisiert","ganze Stadt","base","base","base","base","10 €/Jahr","4,00 €/h",0.2,5700000,0.2,0.55,1.5,1.86274509803922
"stark","ganze Stadt","base","base","base","base","10 €/Jahr","4,00 €/h",0.15,-494300000,0.15,0.55,-130.078947368421,-161.535947712418
"base","base","stark","base","base","base","10 €/Jahr","4,00 €/h",0.2,-4300000,0.2,0.55,-1.13157894736842,-1.40522875816993
"dekarbonisiert","base","stark","base","base","base","10 €/Jahr","4,00 €/h",0.2,-54300000,0.2,0.55,-14.2894736842105,-17.7450980392157
"stark","base","stark","base","base","base","10 €/Jahr","4,00 €/h",0.15,-554300000,0.15,0.55,-145.868421052632,-181.143790849673
"base","Innenstadt","stark","base","base","base","10 €/Jahr","4,00 €/h",0.2,-12585000,0.15,0.55,-3.31184210526316,-4.11274509803921
"dekarbonisiert","Innenstadt","stark","base","base","base","10 €/Jahr","4,00 €/h",0.15,-62585000,0.15,0.55,-16.4697368421053,-20.452614379085
"stark","Innenstadt","stark","base","base","base","10 €/Jahr","4,00 €/h",0.15,-562585000,0.15,0.55,-148.048684210526,-183.851307189542
"base","ganze Stadt","stark","base","base","base","10 €/Jahr","4,00 €/h",0.15,-20870000,0.15,0.55,-5.49210526315789,-6.82026143790849
"dekarbonisiert","ganze Stadt","stark","base","base","base","10 €/Jahr","4,00 €/h",0.15,-70870000,0.15,0.55,-18.65,-23.1601307189542
"stark","ganze Stadt","stark","base","base","base","10 €/Jahr","4,00 €/h",0.15,-570870000,0.15,0.5,-150.228947368421,-186.558823529412
"base","base","base","Maut","base","base","10 €/Jahr","4,00 €/h",0.15,350400000,0.15,0.55,92.2105263157895,114.509803921569
"dekarbonisiert","base","base","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,300400000,0.15,0.55,79.0526315789474,98.1699346405229
"stark","base","base","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,-199600000,0.15,0.5,-52.5263157894737,-65.2287581699346
"base","Innenstadt","base","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,327880000,0.15,0.55,86.2842105263158,107.150326797386
"dekarbonisiert","Innenstadt","base","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,277880000,0.15,0.55,73.1263157894737,90.8104575163399
"stark","Innenstadt","base","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,-222120000,0.15,0.5,-58.4526315789474,-72.5882352941177
"base","ganze Stadt","base","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,305360000,0.15,0.5,80.3578947368421,99.7908496732026
"dekarbonisiert","ganze Stadt","base","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,255360000,0.15,0.5,67.2,83.4509803921569
"stark","ganze Stadt","base","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,-244640000,0.15,0.5,-64.378947368421,-79.9477124183007
"base","base","stark","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,245360000,0.15,0.5,64.5684210526316,80.1830065359477
"dekarbonisiert","base","stark","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,195360000,0.15,0.5,51.4105263157895,63.843137254902
"stark","base","stark","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,-304640000,0.15,0.5,-80.1684210526316,-99.5555555555556
"base","Innenstadt","stark","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,224592000,0.15,0.5,59.1031578947368,73.3960784313725
"dekarbonisiert","Innenstadt","stark","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,174592000,0.15,0.5,45.9452631578947,57.0562091503268
"stark","Innenstadt","stark","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,-325408000,0.1,0.5,-85.6336842105263,-106.342483660131
"base","ganze Stadt","stark","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,203824000,0.15,0.5,53.6378947368421,66.6091503267974
"dekarbonisiert","ganze Stadt","stark","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,153824000,0.15,0.5,40.48,50.2692810457516
"stark","ganze Stadt","stark","Maut","base","base","10 €/Jahr","4,00 €/h",0.1,-346176000,0.1,0.45,-91.098947368421,-113.129411764706
"base","base","base","Verbot","base","base","10 €/Jahr","4,00 €/h",0.01198,65600000,0.2,0.55,17.2631578947368,21.437908496732
"dekarbonisiert","base","base","Verbot","base","base","10 €/Jahr","4,00 €/h",0.00198,15600000,0.2,0.55,4.10526315789474,5.09803921568628
"stark","base","base","Verbot","base","base","10 €/Jahr","4,00 €/h",0.0018,-484400000,0.15,0.5,-127.473684210526,-158.300653594771
"base","Innenstadt","base","Verbot","base","base","10 €/Jahr","4,00 €/h",0.011881,57315000,0.15,0.55,15.0828947368421,18.7303921568627
"dekarbonisiert","Innenstadt","base","Verbot","base","base","10 €/Jahr","4,00 €/h",0.001881,7315000,0.15,0.55,1.925,2.390522875817
"stark","Innenstadt","base","Verbot","base","base","10 €/Jahr","4,00 €/h",0.00171,-492685000,0.15,0.5,-129.653947368421,-161.008169934641
"base","ganze Stadt","base","Verbot","base","base","10 €/Jahr","4,00 €/h",0.011782,49030000,0.15,0.5,12.9026315789474,16.0228758169935
"dekarbonisiert","ganze Stadt","base","Verbot","base","base","10 €/Jahr","4,00 €/h",0.001782,-970000,0.15,0.5,-0.255263157894735,-0.316993464052285
"stark","ganze Stadt","base","Verbot","base","base","10 €/Jahr","4,00 €/h",0.00162,-500970000,0.15,0.5,-131.834210526316,-163.71568627451
"base","base","stark","Verbot","base","base","10 €/Jahr","4,00 €/h",0.011782,-10970000,0.15,0.5,-2.88684210526315,-3.58496732026143
"dekarbonisiert","base","stark","Verbot","base","base","10 €/Jahr","4,00 €/h",0.001782,-60970000,0.15,0.5,-16.0447368421053,-19.9248366013072
"stark","base","stark","Verbot","base","base","10 €/Jahr","4,00 €/h",0.00162,-560970000,0.15,0.5,-147.623684210526,-183.323529411765
"base","Innenstadt","stark","Verbot","base","base","10 €/Jahr","4,00 €/h",0.0116929,-18926500,0.15,0.5,-4.98065789473685,-6.18513071895425
"dekarbonisiert","Innenstadt","stark","Verbot","base","base","10 €/Jahr","4,00 €/h",0.0016929,-68926500,0.15,0.5,-18.1385526315789,-22.525
"stark","Innenstadt","stark","Verbot","base","base","10 €/Jahr","4,00 €/h",0.001539,-568926500,0.15,0.5,-149.7175,-185.923692810458
"base","ganze Stadt","stark","Verbot","base","base","10 €/Jahr","4,00 €/h",0.0116038,-26883000,0.15,0.5,-7.07447368421052,-8.78529411764706
"dekarbonisiert","ganze Stadt","stark","Verbot","base","base","10 €/Jahr","4,00 €/h",0.0016038,-76883000,0.15,0.5,-20.2323684210526,-25.1251633986928
"stark","ganze Stadt","stark","Verbot","base","base","10 €/Jahr","4,00 €/h",0.001458,-576883000,0.15,0.45,-151.811315789474,-188.52385620915
"base","base","base","base","Maut","base","10 €/Jahr","4,00 €/h",0.2,8.03e+08,0.2,0.6,211.315789473684,262.418300653595
"dekarbonisiert","base","base","base","Maut","base","10 €/Jahr","4,00 €/h",0.2,7.53e+08,0.2,0.6,198.157894736842,246.078431372549
"stark","base","base","base","Maut","base","10 €/Jahr","4,00 €/h",0.2,2.53e+08,0.2,0.55,66.578947368421,82.6797385620915
"base","Innenstadt","base","base","Maut","base","10 €/Jahr","4,00 €/h",0.2,757850000,0.2,0.6,199.434210526316,247.66339869281
"dekarbonisiert","Innenstadt","base","base","Maut","base","10 €/Jahr","4,00 €/h",0.2,707850000,0.2,0.6,186.276315789474,231.323529411765
"stark","Innenstadt","base","base","Maut","base","10 €/Jahr","4,00 €/h",0.15,207850000,0.15,0.55,54.6973684210526,67.9248366013072
"base","ganze Stadt","base","base","Maut","base","10 €/Jahr","4,00 €/h",0.2,712700000,0.2,0.55,187.552631578947,232.908496732026
"dekarbonisiert","ganze Stadt","base","base","Maut","base","10 €/Jahr","4,00 €/h",0.2,662700000,0.2,0.55,174.394736842105,216.56862745098
"stark","ganze Stadt","base","base","Maut","base","10 €/Jahr","4,00 €/h",0.15,162700000,0.15,0.55,42.8157894736842,53.1699346405229
"base","base","stark","base","Maut","base","10 €/Jahr","4,00 €/h",0.2,652700000,0.2,0.55,171.763157894737,213.300653594771
"dekarbonisiert","base","stark","base","Maut","base","10 €/Jahr","4,00 €/h",0.2,602700000,0.2,0.55,158.605263157895,196.960784313725
"stark","base","stark","base","Maut","base","10 €/Jahr","4,00 €/h",0.15,102700000,0.15,0.55,27.0263157894737,33.562091503268
"base","Innenstadt","stark","base","Maut","base","10 €/Jahr","4,00 €/h",0.2,611565000,0.15,0.55,160.938157894737,199.857843137255
"dekarbonisiert","Innenstadt","stark","base","Maut","base","10 €/Jahr","4,00 €/h",0.15,561565000,0.15,0.55,147.780263157895,183.517973856209
"stark","Innenstadt","stark","base","Maut","base","10 €/Jahr","4,00 €/h",0.15,61565000,0.15,0.55,16.2013157894736,20.1192810457516
"base","ganze Stadt","stark","base","Maut","base","10 €/Jahr","4,00 €/h",0.15,570430000,0.15,0.55,150.113157894737,186.415032679739
"dekarbonisiert","ganze Stadt","stark","base","Maut","base","10 €/Jahr","4,00 €/h",0.15,520430000,0.15,0.55,136.955263157895,170.075163398693
"stark","ganze Stadt","stark","base","Maut","base","10 €/Jahr","4,00 €/h",0.15,20430000,0.15,0.5,5.37631578947367,6.67647058823528
"base","base","base","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.15,773800000,0.1,0.5,203.631578947368,252.875816993464
"dekarbonisiert","base","base","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,723800000,0.1,0.5,190.473684210526,236.535947712418
"stark","base","base","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,223800000,0.1,0.45,58.8947368421052,73.1372549019608
"base","Innenstadt","base","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,730110000,0.1,0.45,192.134210526316,238.598039215686
"dekarbonisiert","Innenstadt","base","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,680110000,0.1,0.45,178.976315789474,222.25816993464
"stark","Innenstadt","base","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,180110000,0.1,0.45,47.3973684210526,58.859477124183
"base","ganze Stadt","base","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,686420000,0.1,0.45,180.636842105263,224.320261437908
"dekarbonisiert","ganze Stadt","base","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,636420000,0.1,0.45,167.478947368421,207.980392156863
"stark","ganze Stadt","base","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,136420000,0.1,0.45,35.9,44.5816993464052
"base","base","stark","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,626420000,0.1,0.45,164.847368421053,204.712418300654
"dekarbonisiert","base","stark","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,576420000,0.1,0.45,151.689473684211,188.372549019608
"stark","base","stark","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,76420000,0.1,0.45,20.1105263157895,24.9738562091503
"base","Innenstadt","stark","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,586599000,0.1,0.45,154.368157894737,191.699019607843
"dekarbonisiert","Innenstadt","stark","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,536599000,0.1,0.45,141.210263157895,175.359150326797
"stark","Innenstadt","stark","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,36599000,0.1,0.4,9.63131578947367,11.9604575163398
"base","ganze Stadt","stark","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,546778000,0.1,0.45,143.888947368421,178.685620915033
"dekarbonisiert","ganze Stadt","stark","Maut","Maut","base","10 €/Jahr","4,00 €/h",0.1,496778000,0.1,0.45,130.731052631579,162.345751633987
